Q1	54759
Q2	42
Q2	347
Q2	535
Q2	536
Q2	764
Q2	772
Q2	836
Q2	875
Q2	1695
Q2	1839
Q2	2275
Q2	2412
Q2	2610
Q2	2687
Q2	2834
Q2	2850
Q2	2892
Q2	2893
Q2	3162
Q2	3272
Q2	3454
Q2	3488
Q2	3730
Q2	3825
Q2	3845
Q2	4004
Q2	4064
Q2	4136
Q2	4285
Q2	4457
Q2	4917
Q2	4983
Q2	4984
Q2	5151
Q2	5236
Q2	5353
Q2	5902
Q2	6022
Q2	6189
Q2	6203
Q2	6221
Q2	6390
Q2	6457
Q2	6513
Q2	6539
Q2	6655
Q2	6763
Q2	6777
Q2	6848
Q2	6920
Q2	7057
Q2	7280
Q2	7330
Q2	7433
Q2	7538
Q2	7608
Q2	8020
Q2	8039
Q2	8793
Q2	9062
Q2	9072
Q2	9092
Q2	9138
Q2	9276
Q2	9413
Q2	9435
Q2	9478
Q2	9565
Q2	9657
Q2	9794
Q2	9938
Q2	10246
Q2	10542
Q2	10546
Q2	10581
Q2	10647
Q2	10764
Q2	10805
Q2	11041
Q2	11169
Q2	11336
Q2	12006
Q2	12548
Q2	12883
Q2	13010
Q2	13041
Q2	13339
Q2	13516
Q2	13532
Q2	13544
Q2	13814
Q2	13899
Q2	13910
Q2	14084
Q2	14170
Q2	14203
Q2	14226
Q2	14318
Q2	14480
Q2	14562
Q2	14650
Q2	14684
Q2	14786
Q2	14873
Q2	14935
Q2	14981
Q2	15083
Q2	15867
Q2	15906
Q2	16008
Q2	16131
Q2	16417
Q2	16502
Q2	16616
Q2	16738
Q2	16824
Q2	16974
Q2	17003
Q2	17011
Q2	17143
Q2	17169
Q2	17297
Q2	17348
Q2	17569
Q2	17979
Q2	18113
Q2	18414
Q2	18675
Q2	18817
Q2	18836
Q2	18879
Q2	18973
Q2	19029
Q2	19111
Q2	19418
Q2	19612
Q2	19694
Q2	19737
Q2	19905
Q2	20002
Q2	20046
Q2	20158
Q2	20398
Q2	20472
Q2	20638
Q2	20658
Q2	20681
Q2	21033
Q2	21070
Q2	21217
Q2	21429
Q2	21496
Q2	21772
Q2	21912
Q2	22081
Q2	22291
Q2	22427
Q2	22452
Q2	22540
Q2	22567
Q2	22871
Q2	23077
Q2	23140
Q2	23224
Q2	23387
Q2	23592
Q2	23750
Q2	24304
Q2	24448
Q2	24743
Q2	24750
Q2	24751
Q2	24938
Q2	24996
Q2	25221
Q2	25302
Q2	25310
Q2	25442
Q2	25643
Q2	25708
Q2	26180
Q2	26564
Q2	26687
Q2	26691
Q2	26874
Q2	26877
Q2	27046
Q2	27052
Q2	27075
Q2	27104
Q2	27120
Q2	27167
Q2	27263
Q2	27915
Q2	28051
Q2	28076
Q2	28526
Q2	28855
Q2	28934
Q2	29454
Q2	29526
Q2	29797
Q2	30081
Q2	30198
Q2	30364
Q2	30503
Q2	30645
Q2	30725
Q2	30904
Q2	30944
Q2	30996
Q2	31224
Q2	31304
Q2	31490
Q2	31621
Q2	31637
Q2	32152
Q2	32190
Q2	32217
Q2	32350
Q2	32438
Q2	32492
Q2	32636
Q2	32789
Q2	32861
Q2	32958
Q2	33061
Q2	33108
Q2	33484
Q2	33535
Q2	33580
Q2	33742
Q2	33850
Q2	33983
Q2	34440
Q2	34549
Q2	34729
Q2	34742
Q2	34902
Q2	35014
Q2	35165
Q2	35315
Q2	35389
Q2	35839
Q2	35877
Q2	35913
Q2	35936
Q2	36204
Q2	36247
Q2	36296
Q2	36367
Q2	36666
Q2	36764
Q2	36767
Q2	36943
Q2	36984
Q2	37033
Q2	37037
Q2	37078
Q2	37083
Q2	37167
Q2	37214
Q2	37307
Q2	37465
Q2	37507
Q2	37656
Q2	37739
Q2	37860
Q2	37895
Q2	38010
Q2	38271
Q2	38303
Q2	38904
Q2	39047
Q2	39090
Q2	39100
Q2	39571
Q2	39574
Q2	39624
Q2	39739
Q2	39793
Q2	40121
Q2	40171
Q2	40497
Q2	40591
Q2	40664
Q2	40704
Q2	40727
Q2	40779
Q2	41700
Q2	42257
Q2	42271
Q2	42286
Q2	42395
Q2	42549
Q2	42759
Q2	42989
Q2	43073
Q2	43115
Q2	43186
Q2	43288
Q2	43348
Q2	43399
Q2	43527
Q2	43722
Q2	43985
Q2	44076
Q2	44618
Q2	44679
Q2	44703
Q2	44893
Q2	44982
Q2	45240
Q2	45421
Q2	45944
Q2	46267
Q2	46369
Q2	46732
Q2	46820
Q2	46913
Q2	46972
Q2	47018
Q2	47044
Q2	47087
Q2	47088
Q2	47280
Q2	47390
Q2	47615
Q2	47691
Q2	47790
Q2	47881
Q2	47897
Q2	47993
Q2	48113
Q2	48336
Q2	48558
Q2	48642
Q2	48651
Q2	48758
Q2	48971
Q2	49191
Q2	49261
Q2	49305
Q2	49310
Q2	49342
Q2	49353
Q2	49384
Q2	49488
Q2	49748
Q2	49774
Q2	49858
Q2	50143
Q2	50199
Q2	50249
Q2	50510
Q2	50644
Q2	51084
Q2	51175
Q2	51226
Q2	51234
Q2	51514
Q2	51560
Q2	51577
Q2	51707
Q2	51965
Q2	52071
Q2	52107
Q2	52195
Q2	52303
Q2	52307
Q2	52447
Q2	52637
Q2	52660
Q2	52705
Q2	52772
Q2	52781
Q2	53015
Q2	53044
Q2	53071
Q2	53175
Q2	53287
Q2	53439
Q2	53892
Q2	53965
Q2	54288
Q2	54413
Q2	54467
Q2	54626
Q2	54757
Q2	55145
Q2	55221
Q2	55346
Q2	55588
Q2	56174
Q2	56276
Q2	56357
Q2	56470
Q2	56499
Q2	56636
Q2	56834
Q2	56875
Q2	57137
Q2	57216
Q2	57217
Q2	57233
Q2	57356
Q2	57587
Q2	58251
Q2	58301
Q2	58333
Q2	58509
Q2	58653
Q2	58706
Q2	58732
Q2	58845
Q2	58874
Q2	59167
Q2	59219
Q2	59326
Q2	59623
Q2	59632
Q2	59655
Q2	59814
Q2	59873
Q2	59970
Q2	60054
Q2	60087
Q2	60215
Q2	60247
Q2	60365
Q2	60520
Q2	60616
Q2	60737
Q2	60806
Q2	61295
Q2	61430
Q2	61565
Q2	61730
Q2	61927
Q2	62187
Q2	62463
Q2	62678
Q2	62777
Q2	62793
Q2	62823
Q2	62890
Q2	62998
Q2	63128
Q2	63197
Q2	63568
Q2	63581
Q2	63655
Q2	64094
Q2	64149
Q2	64164
Q2	64413
Q2	64505
Q2	64719
Q2	64826
Q2	65009
Q2	65088
Q2	65119
Q2	65425
Q2	65442
Q2	65543
Q2	65994
Q2	66034
Q2	66057
Q2	66092
Q2	66185
Q2	66234
Q2	66422
Q2	66673
Q2	66677
Q2	66715
Q2	66866
Q2	67184
Q2	67253
Q2	67418
Q2	67615
Q2	67693
Q2	68025
Q2	68260
Q2	68299
Q2	68525
Q2	68557
Q2	68773
Q2	68978
Q2	69012
Q2	69089
Q2	69295
Q2	69310
Q2	69571
Q2	69739
Q2	69822
Q2	70016
Q2	70086
Q2	70096
Q2	70184
Q2	70246
Q2	70267
Q2	70306
Q2	70445
Q2	70474
Q2	70526
Q2	70662
Q2	70718
Q2	70738
Q2	71222
Q2	71356
Q2	71379
Q2	71433
Q2	71435
Q2	71541
Q2	71644
Q2	71649
Q2	71878
Q2	71956
Q2	71963
Q2	72112
Q2	72148
Q2	72182
Q2	72410
Q2	72491
Q2	72658
Q2	72675
Q2	72731
Q2	72787
Q2	72880
Q2	72996
Q2	73016
Q2	73067
Q2	73708
Q2	73854
Q2	73886
Q2	73944
Q2	73954
Q2	74479
Q2	74623
Q2	74693
Q2	74804
Q2	74808
Q2	75024
Q2	75216
Q2	75426
Q2	75433
Q2	75476
Q2	75590
Q2	75596
Q2	75698
Q2	75809
Q2	76292
Q2	76301
Q2	76425
Q2	76635
Q2	76757
Q2	76835
Q2	76840
Q2	76907
Q2	76932
Q2	77105
Q2	77305
Q2	77315
Q2	77506
Q2	77569
Q2	77661
Q2	77690
Q2	77797
Q2	77844
Q2	77866
Q2	77954
Q2	77979
Q2	78008
Q2	78111
Q2	78197
Q2	78306
Q2	78342
Q2	78385
Q2	78396
Q2	78617
Q2	78813
Q2	78864
Q2	78877
